,query,value,query_type,state,date
10959,movies near me,4,top,IN,2023-07-11 2023-07-12
10960,what space movie came out in 1992,4,top,IN,2023-07-11 2023-07-12
10961,gran turismo movie,3,top,IN,2023-07-11 2023-07-12
10962,barbie movie release date,3,top,IN,2023-07-11 2023-07-12
10963,barbie movie premiere,300,rising,IN,2023-07-11 2023-07-12
10964,barbie movie 2023,200,rising,IN,2023-07-11 2023-07-12
10965,the barbie movie,130,rising,IN,2023-07-11 2023-07-12
10966,amc theaters,130,rising,IN,2023-07-11 2023-07-12
10967,gran turismo movie,80,rising,IN,2023-07-11 2023-07-12
10968,barbie movie,70,rising,IN,2023-07-11 2023-07-12
10969,movie theaters near me,40,rising,IN,2023-07-11 2023-07-12
10970,movie theater,100,top,IA,2023-07-11 2023-07-12
10971,barbie movie,61,top,IA,2023-07-11 2023-07-12
10972,sound of freedom movie,33,top,IA,2023-07-11 2023-07-12
10973,oppenheimer movie,16,top,IA,2023-07-11 2023-07-12
10974,65 movie,10,top,IA,2023-07-11 2023-07-12
10975,movie theater cedar rapids,9,top,IA,2023-07-11 2023-07-12
10976,napoleon movie,7,top,IA,2023-07-11 2023-07-12
10977,the outlaws movie,7,top,IA,2023-07-11 2023-07-12
10978,jordan creek movie theater,3,top,IA,2023-07-11 2023-07-12
10979,movie theater cedar rapids,123200,rising,IA,2023-07-11 2023-07-12
10980,barbie movie,100,top,KS,2023-07-11 2023-07-12
10981,movie theater,82,top,KS,2023-07-11 2023-07-12
10982,sound of freedom movie,71,top,KS,2023-07-11 2023-07-12
10983,oppenheimer movie,31,top,KS,2023-07-11 2023-07-12
10984,the outlaws movie,18,top,KS,2023-07-11 2023-07-12
10985,barbie movie premiere,16,top,KS,2023-07-11 2023-07-12
10986,barbie movie 2023,13,top,KS,2023-07-11 2023-07-12
10987,napoleon movie,12,top,KS,2023-07-11 2023-07-12
10988,65 movie,11,top,KS,2023-07-11 2023-07-12
10989,what space movie came out in 1992,8,top,KS,2023-07-11 2023-07-12
10990,movie theaters near me,7,top,KS,2023-07-11 2023-07-12
10991,the sound of freedom movie,6,top,KS,2023-07-11 2023-07-12
10992,barbie movie premiere,143900,rising,KS,2023-07-11 2023-07-12
10993,what space movie came out in 1992,74000,rising,KS,2023-07-11 2023-07-12
10994,napoleon movie,250,rising,KS,2023-07-11 2023-07-12
10995,oppenheimer movie,170,rising,KS,2023-07-11 2023-07-12
10996,sound of freedom movie,90,rising,KS,2023-07-11 2023-07-12
10997,barbie movie,100,top,KY,2023-07-11 2023-07-12
10998,freedom movie,53,top,KY,2023-07-11 2023-07-12
10999,sound of freedom movie,40,top,KY,2023-07-11 2023-07-12
11000,oppenheimer movie,22,top,KY,2023-07-11 2023-07-12
11001,mario movie,18,top,KY,2023-07-11 2023-07-12
11002,barbie movie 2023,15,top,KY,2023-07-11 2023-07-12
11003,65 movie,12,top,KY,2023-07-11 2023-07-12
11004,outlaws movie,11,top,KY,2023-07-11 2023-07-12
11005,napoleon movie,9,top,KY,2023-07-11 2023-07-12
11006,barbie movie premiere,8,top,KY,2023-07-11 2023-07-12
11007,movie theaters near me,7,top,KY,2023-07-11 2023-07-12
11008,movie tavern,7,top,KY,2023-07-11 2023-07-12
11009,napoleon movie,160,rising,KY,2023-07-11 2023-07-12
11010,barbie movie,60,rising,KY,2023-07-11 2023-07-12
11011,barbie movie 2023,60,rising,KY,2023-07-11 2023-07-12
11012,barbie movie premiere,50,rising,KY,2023-07-11 2023-07-12
11013,outlaws movie,40,rising,KY,2023-07-11 2023-07-12
11014,barbie movie,100,top,LA,2023-07-11 2023-07-12
11015,freedom movie,51,top,LA,2023-07-11 2023-07-12
11016,sound of freedom movie,39,top,LA,2023-07-11 2023-07-12
11017,movie tavern,32,top,LA,2023-07-11 2023-07-12
11018,oppenheimer movie,25,top,LA,2023-07-11 2023-07-12
11019,oppenheimer,23,top,LA,2023-07-11 2023-07-12
11020,barbie movie 2023,18,top,LA,2023-07-11 2023-07-12
11021,barbie movie premiere,11,top,LA,2023-07-11 2023-07-12
11022,nefarious movie,8,top,LA,2023-07-11 2023-07-12
11023,movie theater near me,7,top,LA,2023-07-11 2023-07-12
11024,napoleon movie,6,top,LA,2023-07-11 2023-07-12
11025,barbie movie premiere,106600,rising,LA,2023-07-11 2023-07-12
11026,nefarious movie,200,rising,LA,2023-07-11 2023-07-12
11027,barbie movie 2023,140,rising,LA,2023-07-11 2023-07-12
11028,oppenheimer,120,rising,LA,2023-07-11 2023-07-12
11029,oppenheimer movie,90,rising,LA,2023-07-11 2023-07-12
11030,barbie movie,60,rising,LA,2023-07-11 2023-07-12
11031,sound of freedom movie,40,rising,LA,2023-07-11 2023-07-12
11032,barbie movie,100,top,ME,2023-07-11 2023-07-12
11033,sound of freedom movie,46,top,ME,2023-07-11 2023-07-12
11034,oppenheimer movie,28,top,ME,2023-07-11 2023-07-12
11035,what space movie came out in 1992,18,top,ME,2023-07-11 2023-07-12
11036,what space movie came out in 1992,135250,rising,ME,2023-07-11 2023-07-12
11037,oppenheimer movie,250,rising,ME,2023-07-11 2023-07-12
11038,sound of freedom movie,60,rising,ME,2023-07-11 2023-07-12
11039,barbie movie,100,top,MD,2023-07-11 2023-07-12
11040,movies,52,top,MD,2023-07-11 2023-07-12
11041,freedom movie,39,top,MD,2023-07-11 2023-07-12
11042,sound of freedom movie,26,top,MD,2023-07-11 2023-07-12
11043,oppenheimer movie,19,top,MD,2023-07-11 2023-07-12
11044,barbie movie 2023,16,top,MD,2023-07-11 2023-07-12
11045,napoleon movie,15,top,MD,2023-07-11 2023-07-12
11046,the outlaws movie,14,top,MD,2023-07-11 2023-07-12
11047,65 movie,13,top,MD,2023-07-11 2023-07-12
11048,barbie movie premiere,9,top,MD,2023-07-11 2023-07-12
11049,movie theatres near me,8,top,MD,2023-07-11 2023-07-12
11050,the outlaws,7,top,MD,2023-07-11 2023-07-12
11051,rio movie theater,7,top,MD,2023-07-11 2023-07-12
11052,elemental movie,6,top,MD,2023-07-11 2023-07-12
11053,barbie movie reviews,6,top,MD,2023-07-11 2023-07-12
11054,what space movie came out in 1992,4,top,MD,2023-07-11 2023-07-12
11055,barbie movie reviews,170,rising,MD,2023-07-11 2023-07-12
11056,barbie movie premiere,150,rising,MD,2023-07-11 2023-07-12
11057,rio movie theater,150,rising,MD,2023-07-11 2023-07-12
11058,napoleon movie,140,rising,MD,2023-07-11 2023-07-12
11059,barbie movie 2023,120,rising,MD,2023-07-11 2023-07-12
11060,the outlaws movie,100,rising,MD,2023-07-11 2023-07-12
11061,what space movie came out in 1992,60,rising,MD,2023-07-11 2023-07-12
11062,freedom movie,40,rising,MD,2023-07-11 2023-07-12
11063,barbie movie,40,rising,MD,2023-07-11 2023-07-12
11064,barbie movie,100,top,MA,2023-07-11 2023-07-12
11065,sound of freedom movie,24,top,MA,2023-07-11 2023-07-12
11066,oppenheimer,23,top,MA,2023-07-11 2023-07-12
11067,oppenheimer movie,20,top,MA,2023-07-11 2023-07-12
11068,barbie movie 2023,19,top,MA,2023-07-11 2023-07-12
11069,the barbie movie,13,top,MA,2023-07-11 2023-07-12
11070,barbie movie release date,10,top,MA,2023-07-11 2023-07-12
11071,barbie movie premiere,10,top,MA,2023-07-11 2023-07-12
11072,65 movie,9,top,MA,2023-07-11 2023-07-12
11073,napoleon movie,7,top,MA,2023-07-11 2023-07-12
11074,movie theaters near me,7,top,MA,2023-07-11 2023-07-12
11075,sound of freedom movie jim caviezel,6,top,MA,2023-07-11 2023-07-12
11076,drive in movie theater,6,top,MA,2023-07-11 2023-07-12
11077,what space movie came out in 1992,5,top,MA,2023-07-11 2023-07-12
11078,the outlaws movie,5,top,MA,2023-07-11 2023-07-12
11079,lincoln lawyer movie,4,top,MA,2023-07-11 2023-07-12
11080,hanover movie theater,3,top,MA,2023-07-11 2023-07-12
11081,titanic,3,top,MA,2023-07-11 2023-07-12
11082,sisu movie,3,top,MA,2023-07-11 2023-07-12
11083,blue beetle movie,2,top,MA,2023-07-11 2023-07-12
11084,nimona movie,2,top,MA,2023-07-11 2023-07-12
11085,titanic movie,2,top,MA,2023-07-11 2023-07-12
11086,what space movie came out in 1992,65350,rising,MA,2023-07-11 2023-07-12
11087,sound of freedom movie jim caviezel,150,rising,MA,2023-07-11 2023-07-12
11088,barbie movie premiere,110,rising,MA,2023-07-11 2023-07-12
11089,sisu movie,90,rising,MA,2023-07-11 2023-07-12
11090,barbie movie 2023,90,rising,MA,2023-07-11 2023-07-12
11091,lincoln lawyer movie,70,rising,MA,2023-07-11 2023-07-12
11092,drive in movie theater,70,rising,MA,2023-07-11 2023-07-12
11093,barbie movie release date,50,rising,MA,2023-07-11 2023-07-12
11094,barbie movie,100,top,MI,2023-07-11 2023-07-12
11095,barbie,99,top,MI,2023-07-11 2023-07-12
11096,movies,52,top,MI,2023-07-11 2023-07-12
11097,freedom movie,41,top,MI,2023-07-11 2023-07-12
11098,sound of freedom movie,37,top,MI,2023-07-11 2023-07-12
11099,oppenheimer movie,20,top,MI,2023-07-11 2023-07-12
11100,mario movie,17,top,MI,2023-07-11 2023-07-12
11101,the barbie movie,17,top,MI,2023-07-11 2023-07-12
11102,barbie movie 2023,16,top,MI,2023-07-11 2023-07-12
11103,barbie movie premiere,10,top,MI,2023-07-11 2023-07-12
11104,movie theaters near me,10,top,MI,2023-07-11 2023-07-12
11105,the outlaws movie,8,top,MI,2023-07-11 2023-07-12
11106,65 movie,7,top,MI,2023-07-11 2023-07-12
11107,napoleon movie,6,top,MI,2023-07-11 2023-07-12
11108,elemental movie,6,top,MI,2023-07-11 2023-07-12
11109,drive in movie theatre,5,top,MI,2023-07-11 2023-07-12
11110,when does barbie movie come out,5,top,MI,2023-07-11 2023-07-12
11111,wonka movie,4,top,MI,2023-07-11 2023-07-12
11112,sounds of freedom movie,4,top,MI,2023-07-11 2023-07-12
11113,margot robbie,4,top,MI,2023-07-11 2023-07-12
11114,barbie movie release date,4,top,MI,2023-07-11 2023-07-12
11115,barbie movie rating,3,top,MI,2023-07-11 2023-07-12
11116,child trafficking movie,3,top,MI,2023-07-11 2023-07-12
11117,sound of freedom movie jim caviezel,3,top,MI,2023-07-11 2023-07-12
11118,what space movie came out in 1992,3,top,MI,2023-07-11 2023-07-12
11119,wonka movie,51000,rising,MI,2023-07-11 2023-07-12
11120,child trafficking movie,37300,rising,MI,2023-07-11 2023-07-12
11121,mission impossible 7,19600,rising,MI,2023-07-11 2023-07-12
11122,focus movie,18250,rising,MI,2023-07-11 2023-07-12
11123,not another teen movie,10750,rising,MI,2023-07-11 2023-07-12
11124,napoleon movie,300,rising,MI,2023-07-11 2023-07-12
11125,barbie movie premiere,180,rising,MI,2023-07-11 2023-07-12
11126,sounds of freedom movie,170,rising,MI,2023-07-11 2023-07-12
11127,barbie movie rating,120,rising,MI,2023-07-11 2023-07-12
11128,oppenheimer movie,100,rising,MI,2023-07-11 2023-07-12
11129,barbie movie 2023,90,rising,MI,2023-07-11 2023-07-12
11130,margot robbie,80,rising,MI,2023-07-11 2023-07-12
11131,it ends with us movie,70,rising,MI,2023-07-11 2023-07-12
11132,mario movie,60,rising,MI,2023-07-11 2023-07-12
11133,the barbie movie,50,rising,MI,2023-07-11 2023-07-12
11134,barbie,50,rising,MI,2023-07-11 2023-07-12
11135,sound of freedom movie jim caviezel,50,rising,MI,2023-07-11 2023-07-12
11136,barbie movie,50,rising,MI,2023-07-11 2023-07-12
11137,annihilation movie,40,rising,MI,2023-07-11 2023-07-12
11138,barbie movie,100,top,MN,2023-07-11 2023-07-12
11139,freedom movie,59,top,MN,2023-07-11 2023-07-12
11140,oppenheimer movie,24,top,MN,2023-07-11 2023-07-12
11141,movie theaters near me,17,top,MN,2023-07-11 2023-07-12
11142,outlaws movie,15,top,MN,2023-07-11 2023-07-12
11143,barbie movie 2023,14,top,MN,2023-07-11 2023-07-12
11144,65 movie,12,top,MN,2023-07-11 2023-07-12
11145,napoleon movie,11,top,MN,2023-07-11 2023-07-12
11146,the outlaws,11,top,MN,2023-07-11 2023-07-12
11147,barbie movie premiere,9,top,MN,2023-07-11 2023-07-12
11148,sound of freedom movie jim caviezel,9,top,MN,2023-07-11 2023-07-12
11149,the outlaws movie,8,top,MN,2023-07-11 2023-07-12
11150,elemental,8,top,MN,2023-07-11 2023-07-12
11151,drive in movie theater,7,top,MN,2023-07-11 2023-07-12
11152,movie theater near me,7,top,MN,2023-07-11 2023-07-12
11153,what space movie came out in 1992,6,top,MN,2023-07-11 2023-07-12
11154,when does the barbie movie come out,5,top,MN,2023-07-11 2023-07-12
11155,sound of freedom movie jim caviezel,90350,rising,MN,2023-07-11 2023-07-12
11156,napoleon movie,300,rising,MN,2023-07-11 2023-07-12
11157,what space movie came out in 1992,250,rising,MN,2023-07-11 2023-07-12
11158,the outlaws,190,rising,MN,2023-07-11 2023-07-12
11159,when does the barbie movie come out,130,rising,MN,2023-07-11 2023-07-12
11160,oppenheimer movie,100,rising,MN,2023-07-11 2023-07-12
11161,outlaws movie,70,rising,MN,2023-07-11 2023-07-12
11162,movie theaters near me,50,rising,MN,2023-07-11 2023-07-12
11163,the outlaws movie,40,rising,MN,2023-07-11 2023-07-12
11164,barbie movie,100,top,MS,2023-07-11 2023-07-12
11165,sound of freedom movie,67,top,MS,2023-07-11 2023-07-12
11166,movie theater near me,18,top,MS,2023-07-11 2023-07-12
11167,oppenheimer movie,16,top,MS,2023-07-11 2023-07-12
11168,barbie movie 2023,15,top,MS,2023-07-11 2023-07-12
11169,barbie movie 2023,137350,rising,MS,2023-07-11 2023-07-12
11170,barbie movie,90,rising,MS,2023-07-11 2023-07-12
11171,oppenheimer movie,70,rising,MS,2023-07-11 2023-07-12
11172,sound of freedom movie,60,rising,MS,2023-07-11 2023-07-12
11173,barbie movie,100,top,MO,2023-07-11 2023-07-12
11174,freedom movie,58,top,MO,2023-07-11 2023-07-12
11175,sound of freedom movie,50,top,MO,2023-07-11 2023-07-12
11176,mario movie,18,top,MO,2023-07-11 2023-07-12
11177,oppenheimer movie,18,top,MO,2023-07-11 2023-07-12
11178,movie theaters near me,16,top,MO,2023-07-11 2023-07-12
11179,barbie movie premiere,13,top,MO,2023-07-11 2023-07-12
11180,napoleon movie,11,top,MO,2023-07-11 2023-07-12
11181,barbie movie 2023,10,top,MO,2023-07-11 2023-07-12
11182,super mario movie,8,top,MO,2023-07-11 2023-07-12
11183,65 movie,7,top,MO,2023-07-11 2023-07-12
11184,barbie movie release date,6,top,MO,2023-07-11 2023-07-12
11185,the outlaws movie,4,top,MO,2023-07-11 2023-07-12
11186,nefarious movie,4,top,MO,2023-07-11 2023-07-12
11187,what space movie came out in 1992,4,top,MO,2023-07-11 2023-07-12
11188,123movies,3,top,MO,2023-07-11 2023-07-12
11189,what space movie came out in 1992,35050,rising,MO,2023-07-11 2023-07-12
11190,barbie movie premiere,300,rising,MO,2023-07-11 2023-07-12
11191,napoleon movie,170,rising,MO,2023-07-11 2023-07-12
11192,barbie movie release date,60,rising,MO,2023-07-11 2023-07-12
11193,sound of freedom movie,100,top,MT,2023-07-11 2023-07-12
11194,barbie movie,66,top,MT,2023-07-11 2023-07-12
11195,sound of freedom movie,250,rising,MT,2023-07-11 2023-07-12
11196,barbie movie,100,top,NE,2023-07-11 2023-07-12
11197,movie theater,82,top,NE,2023-07-11 2023-07-12
11198,sound of freedom movie,53,top,NE,2023-07-11 2023-07-12
11199,oppenheimer movie,15,top,NE,2023-07-11 2023-07-12
11200,barbie movie premiere,6,top,NE,2023-07-11 2023-07-12
11201,barbie movie premiere,69550,rising,NE,2023-07-11 2023-07-12
11202,oppenheimer movie,70,rising,NE,2023-07-11 2023-07-12
11203,barbie movie,100,top,NV,2023-07-11 2023-07-12
11204,freedom movie,75,top,NV,2023-07-11 2023-07-12
11205,movie theater,75,top,NV,2023-07-11 2023-07-12
11206,sound of freedom movie,50,top,NV,2023-07-11 2023-07-12
11207,oppenheimer movie,19,top,NV,2023-07-11 2023-07-12
11208,movie theater las vegas,18,top,NV,2023-07-11 2023-07-12
11209,barbie movie 2023,17,top,NV,2023-07-11 2023-07-12
11210,65 movie,16,top,NV,2023-07-11 2023-07-12
11211,elemental movie,10,top,NV,2023-07-11 2023-07-12
11212,mario movie,8,top,NV,2023-07-11 2023-07-12
11213,barbie movie premiere,6,top,NV,2023-07-11 2023-07-12
11214,what space movie came out in 1992,5,top,NV,2023-07-11 2023-07-12
11215,barbie movie premiere,57600,rising,NV,2023-07-11 2023-07-12
11216,what space movie came out in 1992,46900,rising,NV,2023-07-11 2023-07-12
11217,movie theater las vegas,600,rising,NV,2023-07-11 2023-07-12
11218,oppenheimer movie,350,rising,NV,2023-07-11 2023-07-12
11219,barbie movie,50,rising,NV,2023-07-11 2023-07-12
11220,barbie movie,100,top,NH,2023-07-11 2023-07-12
11221,when does the barbie movie come out,32,top,NH,2023-07-11 2023-07-12
11222,movie theaters near me,22,top,NH,2023-07-11 2023-07-12
11223,barbie movie premiere,9,top,NH,2023-07-11 2023-07-12
11224,barbie movie premiere,72300,rising,NH,2023-07-11 2023-07-12
11225,when does the barbie movie come out,350,rising,NH,2023-07-11 2023-07-12
11226,movie theaters near me,90,rising,NH,2023-07-11 2023-07-12
11227,barbie,100,top,NJ,2023-07-11 2023-07-12
11228,barbie movie,99,top,NJ,2023-07-11 2023-07-12
11229,movie theater,45,top,NJ,2023-07-11 2023-07-12
11230,freedom movie,41,top,NJ,2023-07-11 2023-07-12
11231,sound of freedom movie,33,top,NJ,2023-07-11 2023-07-12
11232,oppenheimer,21,top,NJ,2023-07-11 2023-07-12
11233,oppenheimer movie,21,top,NJ,2023-07-11 2023-07-12
11234,barbie movie 2023,16,top,NJ,2023-07-11 2023-07-12
11235,65 movie,13,top,NJ,2023-07-11 2023-07-12
11236,mario movie,10,top,NJ,2023-07-11 2023-07-12
11237,napoleon movie,10,top,NJ,2023-07-11 2023-07-12
11238,barbie movie premiere,8,top,NJ,2023-07-11 2023-07-12
11239,wonka movie,6,top,NJ,2023-07-11 2023-07-12
11240,past lives movie,6,top,NJ,2023-07-11 2023-07-12
11241,the outlaws movie,6,top,NJ,2023-07-11 2023-07-12
11242,barbie movie cast,5,top,NJ,2023-07-11 2023-07-12
11243,titanic movie,5,top,NJ,2023-07-11 2023-07-12
11244,the outlaws,5,top,NJ,2023-07-11 2023-07-12
11245,barbie movie release date,5,top,NJ,2023-07-11 2023-07-12
11246,elemental movie,4,top,NJ,2023-07-11 2023-07-12
11247,sounds of freedom movie,4,top,NJ,2023-07-11 2023-07-12
11248,when does the barbie movie come out,4,top,NJ,2023-07-11 2023-07-12
11249,sound of freedom movie jim caviezel,3,top,NJ,2023-07-11 2023-07-12
11250,the tutor movie,3,top,NJ,2023-07-11 2023-07-12
11251,freedom movie 2023,3,top,NJ,2023-07-11 2023-07-12
11252,barbie movie cast,59600,rising,NJ,2023-07-11 2023-07-12
11253,barbie movie reviews,21400,rising,NJ,2023-07-11 2023-07-12
11254,wonka movie,300,rising,NJ,2023-07-11 2023-07-12
11255,when does the barbie movie come out,140,rising,NJ,2023-07-11 2023-07-12
11256,barbie movie premiere,130,rising,NJ,2023-07-11 2023-07-12
11257,what space movie came out in 1992,130,rising,NJ,2023-07-11 2023-07-12
11258,sounds of freedom movie,120,rising,NJ,2023-07-11 2023-07-12
11259,napoleon movie,100,rising,NJ,2023-07-11 2023-07-12
11260,sound of freedom movie jim caviezel,60,rising,NJ,2023-07-11 2023-07-12
11261,oppenheimer,50,rising,NJ,2023-07-11 2023-07-12
11262,barbie movie 2023,50,rising,NJ,2023-07-11 2023-07-12
11263,the tutor movie,50,rising,NJ,2023-07-11 2023-07-12
11264,oppenheimer movie,50,rising,NJ,2023-07-11 2023-07-12
11265,barbie,50,rising,NJ,2023-07-11 2023-07-12
11266,barbie movie,50,rising,NJ,2023-07-11 2023-07-12
11267,past lives movie,40,rising,NJ,2023-07-11 2023-07-12
11268,barbie movie,100,top,NM,2023-07-11 2023-07-12
11269,freedom movie,73,top,NM,2023-07-11 2023-07-12
11270,sound of freedom movie,54,top,NM,2023-07-11 2023-07-12
11271,oppenheimer movie,25,top,NM,2023-07-11 2023-07-12
11272,oppenheimer,23,top,NM,2023-07-11 2023-07-12
11273,napoleon movie,17,top,NM,2023-07-11 2023-07-12
11274,barbie movie 2023,15,top,NM,2023-07-11 2023-07-12
11275,barbie movie premiere,9,top,NM,2023-07-11 2023-07-12
11276,movie theaters near me,9,top,NM,2023-07-11 2023-07-12
11277,barbie movie 2023,162250,rising,NM,2023-07-11 2023-07-12
11278,barbie movie premiere,95000,rising,NM,2023-07-11 2023-07-12
11279,napoleon movie,200,rising,NM,2023-07-11 2023-07-12
11280,sound of freedom movie,120,rising,NM,2023-07-11 2023-07-12
11281,oppenheimer,110,rising,NM,2023-07-11 2023-07-12
11282,barbie movie,70,rising,NM,2023-07-11 2023-07-12
11283,freedom movie,50,rising,NM,2023-07-11 2023-07-12
11284,barbie movie,100,top,NY,2023-07-11 2023-07-12
11285,movie theater,63,top,NY,2023-07-11 2023-07-12
11286,freedom movie,41,top,NY,2023-07-11 2023-07-12
11287,sound of freedom movie,37,top,NY,2023-07-11 2023-07-12
11288,oppenheimer movie,24,top,NY,2023-07-11 2023-07-12
11289,amc,17,top,NY,2023-07-11 2023-07-12
11290,the barbie movie,16,top,NY,2023-07-11 2023-07-12
11291,barbie movie 2023,13,top,NY,2023-07-11 2023-07-12
11292,regal,13,top,NY,2023-07-11 2023-07-12
11293,mario movie,12,top,NY,2023-07-11 2023-07-12
11294,napoleon,12,top,NY,2023-07-11 2023-07-12
11295,movie times,10,top,NY,2023-07-11 2023-07-12
11296,napoleon movie,10,top,NY,2023-07-11 2023-07-12
11297,outlaws movie,9,top,NY,2023-07-11 2023-07-12
11298,super mario movie,8,top,NY,2023-07-11 2023-07-12
11299,65 movie,8,top,NY,2023-07-11 2023-07-12
11300,scary movie,8,top,NY,2023-07-11 2023-07-12
11301,elemental movie,8,top,NY,2023-07-11 2023-07-12
11302,the flash movie,7,top,NY,2023-07-11 2023-07-12
11303,the sound of freedom movie,6,top,NY,2023-07-11 2023-07-12
11304,titanic,6,top,NY,2023-07-11 2023-07-12
11305,drive in movie theater,6,top,NY,2023-07-11 2023-07-12
11306,barbie movie premiere,6,top,NY,2023-07-11 2023-07-12
11307,titanic movie,5,top,NY,2023-07-11 2023-07-12
11308,wonka movie,5,top,NY,2023-07-11 2023-07-12
11309,talk to me movie,25750,rising,NY,2023-07-11 2023-07-12
11310,what space movie came out in 1992,22900,rising,NY,2023-07-11 2023-07-12
11311,barbie movie trailer,15650,rising,NY,2023-07-11 2023-07-12
11312,gran turismo movie,15400,rising,NY,2023-07-11 2023-07-12
11313,when is the barbie movie coming out,8400,rising,NY,2023-07-11 2023-07-12
11314,oppenheimer release date,5250,rising,NY,2023-07-11 2023-07-12
11315,wonka movie,700,rising,NY,2023-07-11 2023-07-12
11316,barbie movie rating,400,rising,NY,2023-07-11 2023-07-12
11317,theater camp movie,300,rising,NY,2023-07-11 2023-07-12
11318,tomb raider movie,300,rising,NY,2023-07-11 2023-07-12
11319,the tutor movie,250,rising,NY,2023-07-11 2023-07-12
11320,not another teen movie,200,rising,NY,2023-07-11 2023-07-12
11321,the flash movie,150,rising,NY,2023-07-11 2023-07-12
11322,sound of freedom movie jim caviezel,130,rising,NY,2023-07-11 2023-07-12
11323,spider man across the spider verse,130,rising,NY,2023-07-11 2023-07-12
11324,when does the barbie movie come out,120,rising,NY,2023-07-11 2023-07-12
11325,napoleon,110,rising,NY,2023-07-11 2023-07-12
11326,blackberry movie,110,rising,NY,2023-07-11 2023-07-12
11327,ninja turtles movie,110,rising,NY,2023-07-11 2023-07-12
11328,barbie movie cast,100,rising,NY,2023-07-11 2023-07-12
11329,napoleon movie,90,rising,NY,2023-07-11 2023-07-12
11330,fmovies,80,rising,NY,2023-07-11 2023-07-12
11331,cinnamon movie,60,rising,NY,2023-07-11 2023-07-12
11332,joyride movie,60,rising,NY,2023-07-11 2023-07-12
11333,jennifer lawrence,50,rising,NY,2023-07-11 2023-07-12
11334,barbie movie,100,top,NC,2023-07-11 2023-07-12
11335,barbie,99,top,NC,2023-07-11 2023-07-12
11336,freedom movie,52,top,NC,2023-07-11 2023-07-12
11337,sound of freedom movie,41,top,NC,2023-07-11 2023-07-12
11338,oppenheimer movie,19,top,NC,2023-07-11 2023-07-12
11339,the barbie movie,17,top,NC,2023-07-11 2023-07-12
11340,movie theater near me,17,top,NC,2023-07-11 2023-07-12
11341,mario movie,13,top,NC,2023-07-11 2023-07-12
11342,65 movie,11,top,NC,2023-07-11 2023-07-12
11343,barbie movie premiere,10,top,NC,2023-07-11 2023-07-12
11344,barbie movie 2023,9,top,NC,2023-07-11 2023-07-12
11345,napoleon movie,8,top,NC,2023-07-11 2023-07-12
11346,my fault movie,6,top,NC,2023-07-11 2023-07-12
11347,titanic,6,top,NC,2023-07-11 2023-07-12
11348,elemental movie,6,top,NC,2023-07-11 2023-07-12
11349,outlaws movie,5,top,NC,2023-07-11 2023-07-12
11350,super mario movie,5,top,NC,2023-07-11 2023-07-12
11351,when does barbie movie come out,5,top,NC,2023-07-11 2023-07-12
11352,no hard feelings movie,5,top,NC,2023-07-11 2023-07-12
11353,titanic movie,5,top,NC,2023-07-11 2023-07-12
11354,sound of freedom movie jim caviezel,5,top,NC,2023-07-11 2023-07-12
11355,what space movie came out in 1992,4,top,NC,2023-07-11 2023-07-12
11356,no hard feelings,4,top,NC,2023-07-11 2023-07-12
11357,when does the barbie movie come out,4,top,NC,2023-07-11 2023-07-12
11358,drive in movie near me,4,top,NC,2023-07-11 2023-07-12
11359,what space movie came out in 1992,48600,rising,NC,2023-07-11 2023-07-12
11360,movie theatre near me,40700,rising,NC,2023-07-11 2023-07-12
11361,napoleon movie,180,rising,NC,2023-07-11 2023-07-12
11362,sound of freedom movie jim caviezel,160,rising,NC,2023-07-11 2023-07-12
11363,barbie movie premiere,140,rising,NC,2023-07-11 2023-07-12
11364,my fault movie,130,rising,NC,2023-07-11 2023-07-12
11365,when does the barbie movie come out,110,rising,NC,2023-07-11 2023-07-12
11366,the barbie movie,110,rising,NC,2023-07-11 2023-07-12
11367,chloe movie,100,rising,NC,2023-07-11 2023-07-12
11368,oppenheimer movie,90,rising,NC,2023-07-11 2023-07-12
11369,joyride movie,80,rising,NC,2023-07-11 2023-07-12
11370,drive in movie near me,60,rising,NC,2023-07-11 2023-07-12
11371,barbie,50,rising,NC,2023-07-11 2023-07-12
11372,barbie movie,50,rising,NC,2023-07-11 2023-07-12
11373,when does barbie movie come out,50,rising,NC,2023-07-11 2023-07-12
11374,oppenheimer movie,100,top,ND,2023-07-11 2023-07-12
11375,sound of freedom movie,55,top,ND,2023-07-11 2023-07-12
11376,oppenheimer movie,150,rising,ND,2023-07-11 2023-07-12
11377,barbie movie,100,top,OH,2023-07-11 2023-07-12
11378,freedom movie,55,top,OH,2023-07-11 2023-07-12
11379,sound of freedom movie,43,top,OH,2023-07-11 2023-07-12
11380,mario movie,20,top,OH,2023-07-11 2023-07-12
11381,oppenheimer movie,18,top,OH,2023-07-11 2023-07-12
11382,the barbie movie,14,top,OH,2023-07-11 2023-07-12
11383,barbie movie 2023,13,top,OH,2023-07-11 2023-07-12
11384,barbie movie premiere,13,top,OH,2023-07-11 2023-07-12
11385,drive in movie theater,12,top,OH,2023-07-11 2023-07-12
11386,65 movie,12,top,OH,2023-07-11 2023-07-12
11387,movie theaters near me,10,top,OH,2023-07-11 2023-07-12
11388,scary movie,10,top,OH,2023-07-11 2023-07-12
11389,cinemark,9,top,OH,2023-07-11 2023-07-12
11390,the sound of freedom movie,9,top,OH,2023-07-11 2023-07-12
