,query,value,query_type,state,date
11391,outlaws movie,9,top,OH,2023-07-11 2023-07-12
11392,elemental movie,8,top,OH,2023-07-11 2023-07-12
11393,super mario movie,8,top,OH,2023-07-11 2023-07-12
11394,what space movie came out in 1992,7,top,OH,2023-07-11 2023-07-12
11395,the outlaws movie,6,top,OH,2023-07-11 2023-07-12
11396,titanic movie,6,top,OH,2023-07-11 2023-07-12
11397,freedom movie 2023,6,top,OH,2023-07-11 2023-07-12
11398,wonka movie,6,top,OH,2023-07-11 2023-07-12
11399,napoleon movie,6,top,OH,2023-07-11 2023-07-12
11400,when does barbie movie come out,5,top,OH,2023-07-11 2023-07-12
11401,barbie movie release date,4,top,OH,2023-07-11 2023-07-12
11402,wonka movie,64850,rising,OH,2023-07-11 2023-07-12
11403,norwalk movie theater,13000,rising,OH,2023-07-11 2023-07-12
11404,freedom movie 2023,250,rising,OH,2023-07-11 2023-07-12
11405,the sound of freedom movie,250,rising,OH,2023-07-11 2023-07-12
11406,what space movie came out in 1992,190,rising,OH,2023-07-11 2023-07-12
11407,barbie movie premiere,120,rising,OH,2023-07-11 2023-07-12
11408,65 movie,100,rising,OH,2023-07-11 2023-07-12
11409,when does the barbie movie come out,90,rising,OH,2023-07-11 2023-07-12
11410,freedom movie,80,rising,OH,2023-07-11 2023-07-12
11411,sound of freedom movie,70,rising,OH,2023-07-11 2023-07-12
11412,when does barbie movie come out,70,rising,OH,2023-07-11 2023-07-12
11413,napoleon movie,70,rising,OH,2023-07-11 2023-07-12
11414,no hard feelings movie,70,rising,OH,2023-07-11 2023-07-12
11415,scary movie,60,rising,OH,2023-07-11 2023-07-12
11416,cinemark,60,rising,OH,2023-07-11 2023-07-12
11417,oppenheimer movie,50,rising,OH,2023-07-11 2023-07-12
11418,barbie movie,100,top,OK,2023-07-11 2023-07-12
11419,freedom movie,75,top,OK,2023-07-11 2023-07-12
11420,sound of freedom movie,60,top,OK,2023-07-11 2023-07-12
11421,oppenheimer movie,24,top,OK,2023-07-11 2023-07-12
11422,mario movie,20,top,OK,2023-07-11 2023-07-12
11423,barbie movie 2023,19,top,OK,2023-07-11 2023-07-12
11424,65 movie,14,top,OK,2023-07-11 2023-07-12
11425,napoleon movie,13,top,OK,2023-07-11 2023-07-12
11426,movie theater near me,13,top,OK,2023-07-11 2023-07-12
11427,focus movie,8,top,OK,2023-07-11 2023-07-12
11428,napoleon movie,108300,rising,OK,2023-07-11 2023-07-12
11429,focus movie,62900,rising,OK,2023-07-11 2023-07-12
11430,barbie movie 2023,80,rising,OK,2023-07-11 2023-07-12
11431,barbie movie,100,top,OR,2023-07-11 2023-07-12
11432,movie theater,61,top,OR,2023-07-11 2023-07-12
11433,sound of freedom movie,34,top,OR,2023-07-11 2023-07-12
11434,mario movie,20,top,OR,2023-07-11 2023-07-12
11435,barbie movie premiere,14,top,OR,2023-07-11 2023-07-12
11436,65 movie,14,top,OR,2023-07-11 2023-07-12
11437,napoleon movie,12,top,OR,2023-07-11 2023-07-12
11438,oppenheimer movie,12,top,OR,2023-07-11 2023-07-12
11439,what space movie came out in 1992,11,top,OR,2023-07-11 2023-07-12
11440,barbie movie 2023,10,top,OR,2023-07-11 2023-07-12
11441,super mario movie,10,top,OR,2023-07-11 2023-07-12
11442,when does the barbie movie come out,4,top,OR,2023-07-11 2023-07-12
11443,mission impossible 7,3,top,OR,2023-07-11 2023-07-12
11444,when does the barbie movie come out,37550,rising,OR,2023-07-11 2023-07-12
11445,mission impossible 7,28850,rising,OR,2023-07-11 2023-07-12
11446,napoleon movie,300,rising,OR,2023-07-11 2023-07-12
11447,what space movie came out in 1992,190,rising,OR,2023-07-11 2023-07-12
11448,barbie movie premiere,170,rising,OR,2023-07-11 2023-07-12
11449,super mario movie,90,rising,OR,2023-07-11 2023-07-12
11450,barbie movie,100,top,PA,2023-07-11 2023-07-12
11451,movie theater,58,top,PA,2023-07-11 2023-07-12
11452,freedom movie,45,top,PA,2023-07-11 2023-07-12
11453,sound of freedom movie,37,top,PA,2023-07-11 2023-07-12
11454,movie tavern,21,top,PA,2023-07-11 2023-07-12
11455,oppenheimer,19,top,PA,2023-07-11 2023-07-12
11456,oppenheimer movie,18,top,PA,2023-07-11 2023-07-12
11457,mario movie,15,top,PA,2023-07-11 2023-07-12
11458,65 movie,10,top,PA,2023-07-11 2023-07-12
11459,barbie movie premiere,9,top,PA,2023-07-11 2023-07-12
11460,napoleon movie,9,top,PA,2023-07-11 2023-07-12
11461,outlaws movie,8,top,PA,2023-07-11 2023-07-12
11462,barbie movie 2023,8,top,PA,2023-07-11 2023-07-12
11463,movie theater near me,7,top,PA,2023-07-11 2023-07-12
11464,scary movie,6,top,PA,2023-07-11 2023-07-12
11465,movie theaters near me,6,top,PA,2023-07-11 2023-07-12
11466,new barbie movie,5,top,PA,2023-07-11 2023-07-12
11467,super mario movie,5,top,PA,2023-07-11 2023-07-12
11468,when does barbie movie come out,5,top,PA,2023-07-11 2023-07-12
11469,titanic movie,5,top,PA,2023-07-11 2023-07-12
11470,the outlaws movie,5,top,PA,2023-07-11 2023-07-12
11471,jim caviezel sound of freedom movie,4,top,PA,2023-07-11 2023-07-12
11472,what space movie came out in 1992,4,top,PA,2023-07-11 2023-07-12
11473,elemental movie,4,top,PA,2023-07-11 2023-07-12
11474,movies near me,4,top,PA,2023-07-11 2023-07-12
11475,movies near me,47100,rising,PA,2023-07-11 2023-07-12
11476,jim caviezel sound of freedom movie,700,rising,PA,2023-07-11 2023-07-12
11477,what space movie came out in 1992,500,rising,PA,2023-07-11 2023-07-12
11478,barbie movie premiere,250,rising,PA,2023-07-11 2023-07-12
11479,drive in movie theater,130,rising,PA,2023-07-11 2023-07-12
11480,barbie movie rating,130,rising,PA,2023-07-11 2023-07-12
11481,barbie movie trailer,100,rising,PA,2023-07-11 2023-07-12
11482,nefarious movie,100,rising,PA,2023-07-11 2023-07-12
11483,oppenheimer,90,rising,PA,2023-07-11 2023-07-12
11484,napoleon movie,80,rising,PA,2023-07-11 2023-07-12
11485,nimona movie,70,rising,PA,2023-07-11 2023-07-12
11486,oppenheimer movie,70,rising,PA,2023-07-11 2023-07-12
11487,sounds of freedom movie,60,rising,PA,2023-07-11 2023-07-12
11488,not another teen movie,50,rising,PA,2023-07-11 2023-07-12
11489,barbie movie,50,rising,PA,2023-07-11 2023-07-12
11490,barbie movie reviews,50,rising,PA,2023-07-11 2023-07-12
11491,barbie movie,100,top,RI,2023-07-11 2023-07-12
11492,oppenheimer movie,40,top,RI,2023-07-11 2023-07-12
11493,sound of freedom movie,25,top,RI,2023-07-11 2023-07-12
11494,oppenheimer movie,348250,rising,RI,2023-07-11 2023-07-12
11495,barbie movie,50,rising,RI,2023-07-11 2023-07-12
11496,barbie movie,100,top,SC,2023-07-11 2023-07-12
11497,movie theater,69,top,SC,2023-07-11 2023-07-12
11498,freedom movie,58,top,SC,2023-07-11 2023-07-12
11499,sound of freedom movie,50,top,SC,2023-07-11 2023-07-12
11500,movie theater near me,15,top,SC,2023-07-11 2023-07-12
11501,oppenheimer movie,13,top,SC,2023-07-11 2023-07-12
11502,napoleon movie,13,top,SC,2023-07-11 2023-07-12
11503,barbie movie 2023,12,top,SC,2023-07-11 2023-07-12
11504,barbie movie premiere,11,top,SC,2023-07-11 2023-07-12
11505,scary movie,11,top,SC,2023-07-11 2023-07-12
11506,65 movie,8,top,SC,2023-07-11 2023-07-12
11507,movie theaters near me,7,top,SC,2023-07-11 2023-07-12
11508,seneca movie theater,4,top,SC,2023-07-11 2023-07-12
11509,sounds of freedom movie,4,top,SC,2023-07-11 2023-07-12
11510,seneca movie theater,37500,rising,SC,2023-07-11 2023-07-12
11511,barbie movie premiere,190,rising,SC,2023-07-11 2023-07-12
11512,barbie movie 2023,130,rising,SC,2023-07-11 2023-07-12
11513,sounds of freedom movie,80,rising,SC,2023-07-11 2023-07-12
11514,napoleon movie,70,rising,SC,2023-07-11 2023-07-12
11515,barbie movie,50,rising,SC,2023-07-11 2023-07-12
11516,movie theaters near me,50,rising,SC,2023-07-11 2023-07-12
11517,sound of freedom movie,100,top,SD,2023-07-11 2023-07-12
11518,barbie movie,93,top,SD,2023-07-11 2023-07-12
11519,barbie movie,100,top,TN,2023-07-11 2023-07-12
11520,movie theater,70,top,TN,2023-07-11 2023-07-12
11521,freedom movie,70,top,TN,2023-07-11 2023-07-12
11522,sound of freedom movie,57,top,TN,2023-07-11 2023-07-12
11523,the sound of freedom movie,16,top,TN,2023-07-11 2023-07-12
11524,barbie movie 2023,15,top,TN,2023-07-11 2023-07-12
11525,65 movie,14,top,TN,2023-07-11 2023-07-12
11526,oppenheimer movie,14,top,TN,2023-07-11 2023-07-12
11527,movie theaters near me,12,top,TN,2023-07-11 2023-07-12
11528,napoleon movie,10,top,TN,2023-07-11 2023-07-12
11529,movie theater near me,10,top,TN,2023-07-11 2023-07-12
11530,super mario movie,10,top,TN,2023-07-11 2023-07-12
11531,barbie movie premiere,9,top,TN,2023-07-11 2023-07-12
11532,barbie movie release date,9,top,TN,2023-07-11 2023-07-12
11533,the outlaws,8,top,TN,2023-07-11 2023-07-12
11534,jennifer lawrence new movie,7,top,TN,2023-07-11 2023-07-12
11535,what space movie came out in 1992,7,top,TN,2023-07-11 2023-07-12
11536,the outlaws movie,6,top,TN,2023-07-11 2023-07-12
11537,when does the barbie movie come out,6,top,TN,2023-07-11 2023-07-12
11538,titanic movie,5,top,TN,2023-07-11 2023-07-12
11539,sound of freedom movie near me,3,top,TN,2023-07-11 2023-07-12
11540,the flash movie,3,top,TN,2023-07-11 2023-07-12
11541,chloe movie,3,top,TN,2023-07-11 2023-07-12
11542,barbie movie rating,3,top,TN,2023-07-11 2023-07-12
11543,elemental movie,2,top,TN,2023-07-11 2023-07-12
11544,barbie movie release date,77950,rising,TN,2023-07-11 2023-07-12
11545,what space movie came out in 1992,62400,rising,TN,2023-07-11 2023-07-12
11546,sound of freedom movie near me,29550,rising,TN,2023-07-11 2023-07-12
11547,chloe movie,25750,rising,TN,2023-07-11 2023-07-12
11548,barbie movie rating,24800,rising,TN,2023-07-11 2023-07-12
11549,jennifer lawrence new movie,250,rising,TN,2023-07-11 2023-07-12
11550,titanic movie,140,rising,TN,2023-07-11 2023-07-12
11551,the sound of freedom movie,90,rising,TN,2023-07-11 2023-07-12
11552,oppenheimer movie,70,rising,TN,2023-07-11 2023-07-12
11553,freedom movie,50,rising,TN,2023-07-11 2023-07-12
11554,sound of freedom movie,50,rising,TN,2023-07-11 2023-07-12
11555,barbie movie premiere,50,rising,TN,2023-07-11 2023-07-12
11556,when does the barbie movie come out,50,rising,TN,2023-07-11 2023-07-12
11557,movie theater near me,40,rising,TN,2023-07-11 2023-07-12
11558,barbie movie,100,top,TX,2023-07-11 2023-07-12
11559,freedom movie,62,top,TX,2023-07-11 2023-07-12
11560,movies,60,top,TX,2023-07-11 2023-07-12
11561,movie sound of freedom,50,top,TX,2023-07-11 2023-07-12
11562,movie theater,48,top,TX,2023-07-11 2023-07-12
11563,movie near me,28,top,TX,2023-07-11 2023-07-12
11564,movie theaters,20,top,TX,2023-07-11 2023-07-12
11565,oppenheimer movie,18,top,TX,2023-07-11 2023-07-12
11566,movie studio grill,14,top,TX,2023-07-11 2023-07-12
11567,mario movie,14,top,TX,2023-07-11 2023-07-12
11568,barbie movie 2023,14,top,TX,2023-07-11 2023-07-12
11569,movie showtimes,13,top,TX,2023-07-11 2023-07-12
11570,movie 65,12,top,TX,2023-07-11 2023-07-12
11571,movie theater near me,11,top,TX,2023-07-11 2023-07-12
11572,the sound of freedom movie,9,top,TX,2023-07-11 2023-07-12
11573,barbie movie premiere,9,top,TX,2023-07-11 2023-07-12
11574,elemental movie,9,top,TX,2023-07-11 2023-07-12
11575,scary movie,9,top,TX,2023-07-11 2023-07-12
11576,insidious movie,8,top,TX,2023-07-11 2023-07-12
11577,outlaws movie,7,top,TX,2023-07-11 2023-07-12
11578,super mario movie,7,top,TX,2023-07-11 2023-07-12
11579,napoleon movie,6,top,TX,2023-07-11 2023-07-12
11580,wonka movie,6,top,TX,2023-07-11 2023-07-12
11581,movie theaters near me,6,top,TX,2023-07-11 2023-07-12
11582,when does barbie movie come out,6,top,TX,2023-07-11 2023-07-12
11583,not another teen movie,19200,rising,TX,2023-07-11 2023-07-12
11584,talk to me movie,18300,rising,TX,2023-07-11 2023-07-12
11585,blue beetle,14300,rising,TX,2023-07-11 2023-07-12
11586,el condor movie,11900,rising,TX,2023-07-11 2023-07-12
11587,demeter movie,8900,rising,TX,2023-07-11 2023-07-12
11588,studio movie grill pearland,8600,rising,TX,2023-07-11 2023-07-12
11589,studio movie grill plano,8150,rising,TX,2023-07-11 2023-07-12
11590,free movie websites,7100,rising,TX,2023-07-11 2023-07-12
11591,demolition movie,3500,rising,TX,2023-07-11 2023-07-12
11592,wonka movie,1550,rising,TX,2023-07-11 2023-07-12
11593,twisted metal movie,450,rising,TX,2023-07-11 2023-07-12
11594,barbie movie premiere,300,rising,TX,2023-07-11 2023-07-12
11595,what space movie came out in 1992,250,rising,TX,2023-07-11 2023-07-12
11596,blue beetle movie,200,rising,TX,2023-07-11 2023-07-12
11597,human trafficking movie,180,rising,TX,2023-07-11 2023-07-12
11598,sound of freedom full movie,170,rising,TX,2023-07-11 2023-07-12
11599,barbie showtimes,170,rising,TX,2023-07-11 2023-07-12
11600,teeth movie,160,rising,TX,2023-07-11 2023-07-12
11601,the tutor movie,160,rising,TX,2023-07-11 2023-07-12
11602,tomb raider movie,160,rising,TX,2023-07-11 2023-07-12
11603,barbie movie trailer,150,rising,TX,2023-07-11 2023-07-12
11604,focus movie,140,rising,TX,2023-07-11 2023-07-12
11605,super mario bros movie,140,rising,TX,2023-07-11 2023-07-12
11606,how long is the sound of freedom movie,130,rising,TX,2023-07-11 2023-07-12
11607,sound of freedom movie jim caviezel,130,rising,TX,2023-07-11 2023-07-12
11608,barbie movie,100,top,UT,2023-07-11 2023-07-12
11609,freedom movie,69,top,UT,2023-07-11 2023-07-12
11610,sound of freedom movie,45,top,UT,2023-07-11 2023-07-12
11611,movie theaters near me,20,top,UT,2023-07-11 2023-07-12
11612,mario movie,19,top,UT,2023-07-11 2023-07-12
11613,oppenheimer movie,15,top,UT,2023-07-11 2023-07-12
11614,barbie movie 2023,12,top,UT,2023-07-11 2023-07-12
11615,napoleon movie,11,top,UT,2023-07-11 2023-07-12
11616,freedom movie 2023,9,top,UT,2023-07-11 2023-07-12
11617,super mario movie,8,top,UT,2023-07-11 2023-07-12
11618,65 movie,8,top,UT,2023-07-11 2023-07-12
11619,barbie movie premiere,8,top,UT,2023-07-11 2023-07-12
11620,movies near me,8,top,UT,2023-07-11 2023-07-12
11621,barbie movie release date,8,top,UT,2023-07-11 2023-07-12
11622,elemental movie,7,top,UT,2023-07-11 2023-07-12
11623,the sound of freedom movie,6,top,UT,2023-07-11 2023-07-12
11624,when does the barbie movie come out,5,top,UT,2023-07-11 2023-07-12
11625,movie theaters near me,250,rising,UT,2023-07-11 2023-07-12
11626,freedom movie 2023,200,rising,UT,2023-07-11 2023-07-12
11627,barbie movie premiere,90,rising,UT,2023-07-11 2023-07-12
11628,napoleon movie,60,rising,UT,2023-07-11 2023-07-12
11629,barbie movie,100,top,VT,2023-07-11 2023-07-12
11630,barbie movie,60,rising,VT,2023-07-11 2023-07-12
11631,barbie movie,100,top,VA,2023-07-11 2023-07-12
11632,movie theater,47,top,VA,2023-07-11 2023-07-12
11633,freedom movie,42,top,VA,2023-07-11 2023-07-12
11634,sound of freedom movie,33,top,VA,2023-07-11 2023-07-12
11635,oppenheimer movie,26,top,VA,2023-07-11 2023-07-12
11636,oppenheimer,25,top,VA,2023-07-11 2023-07-12
11637,mario movie,16,top,VA,2023-07-11 2023-07-12
11638,napoleon,13,top,VA,2023-07-11 2023-07-12
11639,napoleon movie,12,top,VA,2023-07-11 2023-07-12
11640,movie showtimes,12,top,VA,2023-07-11 2023-07-12
11641,barbie movie premiere,12,top,VA,2023-07-11 2023-07-12
11642,barbie movie 2023,11,top,VA,2023-07-11 2023-07-12
11643,65 movie,9,top,VA,2023-07-11 2023-07-12
11644,scary movie,8,top,VA,2023-07-11 2023-07-12
11645,movie theater near me,8,top,VA,2023-07-11 2023-07-12
11646,super mario movie,7,top,VA,2023-07-11 2023-07-12
11647,movie tavern,7,top,VA,2023-07-11 2023-07-12
11648,what space movie came out in 1992,6,top,VA,2023-07-11 2023-07-12
11649,movie theaters near me,6,top,VA,2023-07-11 2023-07-12
11650,freedom movie 2023,5,top,VA,2023-07-11 2023-07-12
11651,movie theatres near me,5,top,VA,2023-07-11 2023-07-12
11652,the outlaws movie,5,top,VA,2023-07-11 2023-07-12
11653,when does the barbie movie come out,4,top,VA,2023-07-11 2023-07-12
11654,sound of freedom movie jim caviezel,4,top,VA,2023-07-11 2023-07-12
11655,titanic movie,4,top,VA,2023-07-11 2023-07-12
11656,when does the barbie movie come out,48000,rising,VA,2023-07-11 2023-07-12
11657,sound of freedom movie jim caviezel,47350,rising,VA,2023-07-11 2023-07-12
11658,what space movie came out in 1992,300,rising,VA,2023-07-11 2023-07-12
11659,barbie movie premiere,180,rising,VA,2023-07-11 2023-07-12
11660,super mario bros movie,150,rising,VA,2023-07-11 2023-07-12
11661,movie theater near me,140,rising,VA,2023-07-11 2023-07-12
11662,oppenheimer,120,rising,VA,2023-07-11 2023-07-12
11663,oppenheimer movie,100,rising,VA,2023-07-11 2023-07-12
11664,movie theatres near me,70,rising,VA,2023-07-11 2023-07-12
11665,napoleon,50,rising,VA,2023-07-11 2023-07-12
11666,napoleon movie,50,rising,VA,2023-07-11 2023-07-12
11667,barbie movie,100,top,WA,2023-07-11 2023-07-12
11668,movie theater,56,top,WA,2023-07-11 2023-07-12
11669,freedom movie,55,top,WA,2023-07-11 2023-07-12
11670,sound of freedom movie,41,top,WA,2023-07-11 2023-07-12
11671,oppenheimer movie,24,top,WA,2023-07-11 2023-07-12
11672,barbie movie 2023,14,top,WA,2023-07-11 2023-07-12
11673,mario movie,13,top,WA,2023-07-11 2023-07-12
11674,napoleon movie,12,top,WA,2023-07-11 2023-07-12
11675,65 movie,10,top,WA,2023-07-11 2023-07-12
11676,space movie 1992,9,top,WA,2023-07-11 2023-07-12
11677,outlaws movie,9,top,WA,2023-07-11 2023-07-12
11678,the barbie movie,9,top,WA,2023-07-11 2023-07-12
11679,movie theaters near me,9,top,WA,2023-07-11 2023-07-12
11680,the outlaws movie,8,top,WA,2023-07-11 2023-07-12
11681,titanic movie,8,top,WA,2023-07-11 2023-07-12
11682,wonka movie,7,top,WA,2023-07-11 2023-07-12
11683,elemental movie,6,top,WA,2023-07-11 2023-07-12
11684,freedom movie 2023,5,top,WA,2023-07-11 2023-07-12
11685,fnaf movie,5,top,WA,2023-07-11 2023-07-12
11686,what space movie came out in 1992,5,top,WA,2023-07-11 2023-07-12
11687,sound of freedom movie jim caviezel,4,top,WA,2023-07-11 2023-07-12
11688,barbie movie premiere,4,top,WA,2023-07-11 2023-07-12
11689,ruston movie theater,3,top,WA,2023-07-11 2023-07-12
11690,barbie movie release date,3,top,WA,2023-07-11 2023-07-12
11691,regal thornton place,2,top,WA,2023-07-11 2023-07-12
11692,wonka movie,68500,rising,WA,2023-07-11 2023-07-12
11693,sound of freedom movie jim caviezel,42550,rising,WA,2023-07-11 2023-07-12
11694,ruston movie theater,33750,rising,WA,2023-07-11 2023-07-12
11695,regal thornton place,22450,rising,WA,2023-07-11 2023-07-12
11696,gran turismo movie,13350,rising,WA,2023-07-11 2023-07-12
11697,space movie 1992,150,rising,WA,2023-07-11 2023-07-12
11698,what space movie came out in 1992,100,rising,WA,2023-07-11 2023-07-12
11699,oppenheimer movie,90,rising,WA,2023-07-11 2023-07-12
11700,freedom movie,50,rising,WA,2023-07-11 2023-07-12
11701,napoleon movie,40,rising,WA,2023-07-11 2023-07-12
11702,titanic movie,40,rising,WA,2023-07-11 2023-07-12
11703,barbie movie,100,top,WV,2023-07-11 2023-07-12
11704,barbie movie,100,top,WI,2023-07-11 2023-07-12
11705,movie theater,89,top,WI,2023-07-11 2023-07-12
11706,freedom movie,55,top,WI,2023-07-11 2023-07-12
11707,sound of freedom movie,41,top,WI,2023-07-11 2023-07-12
11708,oppenheimer movie,19,top,WI,2023-07-11 2023-07-12
11709,mario movie,18,top,WI,2023-07-11 2023-07-12
11710,65 movie,15,top,WI,2023-07-11 2023-07-12
11711,napoleon movie,13,top,WI,2023-07-11 2023-07-12
11712,barbie movie premiere,11,top,WI,2023-07-11 2023-07-12
11713,sound of freedom movie jim caviezel,11,top,WI,2023-07-11 2023-07-12
11714,movie tavern,9,top,WI,2023-07-11 2023-07-12
11715,barbie movie 2023,8,top,WI,2023-07-11 2023-07-12
11716,super mario movie,6,top,WI,2023-07-11 2023-07-12
11717,elemental movie,6,top,WI,2023-07-11 2023-07-12
11718,movie theaters near me,5,top,WI,2023-07-11 2023-07-12
